合约代码,月开盘价,月最高价,月最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
MO2512-P-6000                 ,800.2,1060.8,712.6,760.6,-22.4,121,31,775,173,1468.126
MO2512-P-6200                 ,951,1216.2,837.2,897.8,-3.4,246,4,912,117,1153.05
MO2512-P-6400                 ,1081.6,1363.2,982.6,1041.6,-1.8,34,6,1060,64,721.476
MO2512-P-6600                 ,1465.2,1528,1144,1158.2,-39.8,38,23,1219.2,59,770.36
MO2512-P-6800                 ,1622.2,1706.6,1306.4,1376.4,2.4,24,8,1381.8,33,510.63
MO2512-P-7000                 ,1581.8,1877.6,1518.6,1536.2,8.4,37,22,1551.4,94,1598.304
小计,,,,,,221339.0,10723.0,,4137383,3851756.614
T2503                         ,109.02,109.495,108.665,109.34,.415,169988,2125,109.35,1356712,148124168.755
T2506                         ,108.95,109.48,106.95,109.45,.61,26564,6072,109.435,136172,14859131.97
T2509                         ,108.82,109.375,108.42,109.37,.67,3221,922,109.34,9029,984070.61
小计,,,,,,199773.0,9119.0,,1501913,163967371.335
TF2503                        ,106.6,106.99,106,106.59,.05,124194,2320,106.615,1196840,127525695.095
TF2506                        ,106.64,106.995,106.005,106.765,.205,18170,8664,106.775,96061,10238109.015
TF2509                        ,106.6,107.04,106.025,106.77,.23,1154,365,106.76,5683,605740.92
小计,,,,,,143518.0,11349.0,,1298584,138369545.030
TL2503                        ,119.38,121.28,118.4,121.24,2.41,86681,3912,121.22,1666881,200163753.71
TL2506                        ,119.1,120.72,117.9,120.61,2.21,38573,12129,120.62,209829,25093892.55
TL2509                        ,118.9,120.45,117.8,120.45,2.15,2232,1061,120.4,9127,1089693.07
小计,,,,,,127486.0,17102.0,,1885837,226347339.33
TS2503                        ,102.996,103.148,102.648,102.832,-.142,62079,3479,102.844,652536,134256003.196
TS2506                        ,103.02,103.2,102.762,102.892,-.12,14516,10562,102.914,59787,12306276.792
TS2509                        ,103.146,103.272,102.852,102.966,-.132,1427,214,102.994,3344,689087.68
小计,,,,,,78022.0,14255.0,,715667,147251367.668
合计,,,,,,1957991.0,-11794.0,,22888194,1855490439.121
